,완전,완전히,아주
막장을,1,0,0
막장의,1,0,0
막장이네,1,0,0
막장이다,1,0,0
막장이더라,1,0,0
막장이던데요,1,0,0
막장이라,1,0,0
막장이어서,1,0,0
막장이었자나,1,0,0
막장이에요,1,0,0
막장이죠,2,0,0
막장이죠ㅠㅠ,0,0,1
막장이지,1,0,0
막찬데,1,0,0
막힌거아냐,1,0,0
만,0,0,1
만개는,0,0,1
만개여,1,0,0
만능이네,1,0,0
만능이예요,0,0,1
만두,1,0,0
만만치,0,0,2
만사,0,0,1
만석,1,0,0
만약에,0,0,1
만족,1,0,0
만족스러눠,0,0,1
만족스러운,1,0,2
만족스러워,1,0,1
만족스러워요,0,0,2
만족스러웠어요,0,0,1
만족스런,0,0,1
만족스럽게,0,0,1
만족스럽습니다,0,0,2
만족스로움,1,0,0
만족이네요,0,0,1
만족이라,1,0,0
만족인데,1,0,0
만족중,1,0,0
만족중입니다,0,0,1
만족하며,0,0,1
만족하시며,1,0,0
만족해요,1,0,1
만족했거든요,1,0,0
만족했어,1,0,0
만화야구ㅋㅋ,1,0,0
많,2,0,0
많고,1,0,0
많구만,0,0,1
많구요,0,0,1
많구욬ㅋㅋ,1,0,0
많군,0,0,1
많네,1,0,1
많넹,1,0,0
많다,1,0,0
많다고,0,0,1
많다구요,0,0,1
많다잉,0,0,1
많당,4,0,0
많아,4,0,2
많아서,1,0,2
많아여,1,0,0
많아요,0,0,2
많아져서,1,0,0
많아져서요,1,0,0
많아졌어,1,0,0
많았어횻,0,0,1
많았엉,1,0,0
많았오,1,0,0
많았지,1,0,0
많았징,1,0,0
많앙,3,0,0
많으니까요,0,0,1
많으면,0,0,1
많은,0,0,1
많은데,1,0,1
많은뎅,2,0,0
많음,2,0,0
많이,58,0,23
많이나서,1,0,0
많이나왔어요,0,0,1
많이는,0,0,2
많이머거,1,0,0
많이봐요,0,0,1
많이아셔서,0,0,1
많이어ㅏ요,1,0,0
많이와요,0,0,1
많이왔잖아,1,0,0
많이요,0,0,3
많이인가요,0,0,1
많죠,1,0,2
많지,1,0,0
많지는,0,0,1
말,1,0,1
말끔하게,0,0,1
말똥말똥,0,0,1
말똥말똥한,0,0,1
말라서,1,0,0
말랐,1,0,0
말랑이,0,0,1
말랑콩떡들,1,0,0
말랑하지,1,0,0
말량쟁이에요,1,0,0
말렸는데,1,0,0
말아먹고,1,0,0
말짱,1,0,0
말짱하더라구,1,0,0
말짱함,1,0,0
말짱해요,0,0,1
맑았답니닷,0,0,1
맑은,0,0,1
맑음,0,0,1
맘대로,0,0,1
맘애들어,0,0,1
맘에,3,0,5
맘에드네,0,0,1
맘에드는,0,0,1
맘에들어,0,0,3
맘에들어용,1,0,0
맘에들었는데,1,0,0
맘에들오,0,0,1
맘에안들어요,1,0,0
맘이급해서,1,0,0
맛,6,0,0
맛나,4,0,2
맛나거든요,1,0,0
맛나게,2,0,5
맛나겠다,1,0,0
맛나겠어요,4,0,0
맛나고,0,0,1
맛나네요,0,0,1
맛나노,0,0,1
맛나단다,0,0,1
맛나대서요,1,0,0
맛나더라,1,0,0
맛나더라구요,0,0,1
맛나데,1,0,0
맛나보,1,0,0
맛나보여,1,0,0
맛나보임,1,0,0
맛나영ㅋㅋ,1,0,0
맛나요,5,0,0
맛나죠,1,0,0
맛나쥬ㅋㅋ,1,0,0
맛난,2,0,0
맛난거,1,0,0
맛난거만,1,0,0
맛난곳,1,0,0
맛날거같아요,1,0,0
맛남,1,0,1
맛남요ㅋㅋ,1,0,0
맛납니다,0,0,1
맛낫겟네요,1,0,0
맛낫어여,1,0,0
맛났어요,1,0,0
맛도,0,0,1
맛마,1,0,0
맛없게먹어,1,0,0
맛없네,1,0,0
맛없는,1,0,0
맛없는데,1,0,0
맛없더라고요,1,0,0
맛없었어요,1,0,0
맛없었어요ㅠㅠㅜ,1,0,0
맛없을수없는,1,0,0
맛없진,0,0,1
맛이,1,0,3
맛이ㅛ도랑,1,0,0
맛이게,0,0,1
맛이달라요,1,0,0
맛잇게,1,0,0
맛잇어,2,0,0
맛잇어요,2,0,0
맛잇잖아요,1,0,0
맛잇져,0,0,1
맛잇죠,1,0,0
맛잇지,1,0,0
맛있ㅇ요ㅎ,1,0,0
맛있거든요,0,0,1
맛있게,11,0,3
맛있게따,1,0,0
맛있게땅,1,0,0
맛있겟다,1,0,0
맛있겠군,0,0,1
맛있겠네요,6,0,0
맛있겠노,1,0,0
맛있겠는데,1,0,0
맛있겠는데요,2,0,0
맛있겠다,7,0,0
맛있겠다ㅠㅠ,1,0,0
맛있겠다ㅠㅠㅠ,1,0,0
맛있겠당,4,0,0
맛있겠따,1,0,0
맛있겠어요,8,0,1
맛있곗다,1,0,0
맛있고,2,0,0
맛있구요,0,0,1
맛있기를,1,0,0
맛있나보네요,0,0,1
맛있네요,0,0,2
맛있는,8,0,4
맛있는거,9,0,0
맛있는곳은,0,0,1
맛있는데,9,0,0
맛있는뎅,1,0,0
맛있는지,1,0,0
맛있다,1,0,0
맛있다고,1,0,0
맛있다고는,0,0,1
맛있다고요,1,0,0
맛있다는,1,0,0
맛있단다,0,0,1
맛있대요,1,0,0
맛있더라,5,0,1
맛있더라고요,1,0,0
맛있더라구,1,0,0
맛있더라구요,0,0,3
맛있던대,1,0,0
맛있습니다,1,0,1
맛있아보여오,1,0,0
맛있아요,1,0,0
맛있어,20,0,2
맛있어보여,1,0,0
맛있어보여요,3,0,0
맛있어보영,5,0,0
맛있어보이네,1,0,0
맛있어보이는뎅,1,0,0
맛있어서,3,0,0
맛있어요,38,0,7
맛있어요ㅋㅋㅋ,1,0,1
맛있어요ㅠㅠ,2,0,0
맛있어요ㅠㅠㅠㅠㅠㅠㅠㅠ,1,0,0
맛있어용,1,0,1
맛있었겠다,3,0,0
맛있었겠어요,3,0,0
맛있었는데,1,0,0
맛있었당,1,0,0
맛있었습니다,0,0,1
맛있었어,2,0,1
맛있었어요,7,0,1
맛있었어요ㅋㅋㅋ,1,0,0
맛있었엉,1,0,0
맛있었오,1,0,0
맛있었옹,1,0,0
맛있었을거,1,0,0
맛있었음,1,0,0
맛있었죠,0,0,2
맛있엉,1,0,0
맛있엉어엉ㅇ,1,0,0
맛있오,2,0,0
맛있오ㅠㅠㅠ,1,0,0
맛있을,6,0,1
맛있을것,3,0,0
맛있을것같아요,1,0,1
맛있을것같은데,1,0,0
맛있음,6,0,0
맛있잔항요,1,0,0
맛있잖아요,4,0,0
맛있잖아요ㅠ,1,0,0
맛있졍,1,0,0
맛있죠,26,0,1
맛있죠ㅠ,1,0,0
맛있죠ㅠㅠ,2,0,0
맛있죠ㅠㅠㅠㅠㅠㅠ,1,0,0
맛있쥐ㅠ,1,0,0
맛있쥐ㅠㅅㅠ,1,0,0
맛있쥬,1,0,0
맛있지,8,0,0
맛있지ㅠ,1,0,0
맛있지요,0,0,1
맛있지이이이이이,1,0,0
맛있진,0,0,1
맛잏음,1,0,0
맛잘알ㅠㅠㅠㅠㅠㅠ,1,0,0
맛잘알이다,1,0,0
맛잘알이세요,1,0,0
맛잘알이시네여,1,0,0
맛잘알이시네요,1,0,0
맛잘알이시네요ㅋㅋㅋ,1,0,0
맛잘알이시네요ㅠㅠ,1,0,0
맛잘알인데요,1,0,0
맛좋은,0,0,1
맛집,3,0,0
맛집많잖아요,1,0,0
맛집은,1,0,0
맛집이네,1,0,0
맛집이네요,1,0,0
맛집이랍니다,1,0,0
맛집이래,2,0,0
맛집이에요,1,0,0
맛집이에요면,1,0,0
맛집이였어,1,0,0
맛집인가봐요,1,0,0
맛집입니다,1,0,0
맛찐한,1,0,0
맛탱이,1,0,0
망가지고,0,1,0
망가진다면서요,1,0,0
망가짐,0,0,1
망고쟁이라,1,0,0
망븅했어요,1,0,0
망이네,1,0,0
망이야,1,0,0
망작인거,1,0,0
망침,1,0,0
망티알,1,0,0
망하거저,1,0,0
망하고,1,0,0
망한,1,0,0
망한곤,0,0,1
망한듯,2,0,0
망한애여서,1,0,0
망한적도,1,0,0
망함요,1,0,0
망해서,1,0,0
망했다,1,0,0
망했던데,1,0,0
망했어,2,0,0
망했어요,1,0,0
망했어요ㅠㅠ,1,0,0
망했죠ㅋㅋㅋㅋㅋ,1,0,0
맞고,2,0,0
맞네,1,0,0
맞네요,1,0,0
맞는,1,0,1
맞는데,1,0,0
맞는말같아요ㅋㅋㅋ감동적이고,1,0,0
맞는말이네,1,0,0
맞말,1,0,0
맞습니다,1,0,0
맞아,2,0,0
맞아요,3,0,0
맞아요ㅠㅠ,1,0,0
맞은편,1,0,0
맞을줄알아라,0,0,1
맞음,2,0,0
맞잖아,1,0,0
맞죠,1,0,0
맞추려면,1,0,0
맞춤형이네,1,0,0
맞춰지다보니,0,1,0
매끄럽고,1,0,1
매끈하네,1,0,0
매끈한거같아용,1,0,0
매너걸이네,1,0,0
매니아,1,0,0
매력,3,0,1
매력잇어여,1,0,0
매력있네요,1,0,0
매력있어요,1,0,2
매력있자나요,1,0,0
매력적이라,0,0,1
매력적이죠,1,0,0
매력적인건,0,0,1
매력적입니다,0,0,1
매력짱이에요,1,0,0
매력터져요,1,0,0
매력터집니다,1,0,0
매료되서,1,0,0
매복으로,1,0,0
매운,1,0,0
매운거,2,0,0
매운거에서,1,0,0
매운건,1,0,2
매운데,1,0,0
매운맛,1,0,0
매운맛매니아같지만,1,0,0
매운맛으로다가,0,0,1
매움,1,0,0
매워,1,0,0
매웡,1,0,0
매일,1,0,0
매탈남님,1,0,0
맥시멀리스트,1,0,0
맥주,1,0,0
맥주병이라서,1,0,0
맥주안주지,1,0,0
맨날,1,0,0
맵고수시네요,1,0,0
맵다고,1,0,0
맵대서,1,0,0
맵잖아,1,0,0
맵진,1,0,0
맵찔이라,1,0,0
맵찔이라서,1,0,0
맵찔이예요,1,0,0
맹탕,1,0,0
머네ㅠㅠ,1,0,0
머라했는데,1,0,0
머리,0,0,1
머리쓰는,1,0,0
머리아프지,1,0,0
머쓱하다,0,0,1
머임,1,0,0
먹거리도,0,0,1
먹고,2,0,1
먹고싶네요ㅠㅠ,1,0,0
먹고싶다는,1,0,0
먹고싶던데,1,0,0
먹고싶어요,2,0,0
먹구름에,1,0,0
먹구름이,1,0,0
먹구름인거얔ㅋㅋㅋㅋㅋㅋㅋㅋ웃겼어,1,0,0
먹기,1,0,0
먹박사시네요,1,0,0
먹방인거네,1,0,0
먹부림,0,0,1
먹어보고,1,0,0
먹어보고싶어요,1,0,0
먹어요,1,0,0
먹을걸로,1,0,0
먹을생각뿐이에요,1,0,0
먹잘알들,1,0,0
먹잘알이시군요,1,0,0
먹짱이자나,1,0,0
먼,0,0,3
먼곳에,0,0,1
먼지가,0,0,1
멀고,0,0,1
멀리,0,0,2
멀리떨어진,1,0,0
멀었습니다,1,0,0
멀지,1,0,1
멀지는,0,0,1
멀진,0,0,4
멀진않은곳에,0,0,1
멀진않지만,0,0,1
멀쩡,5,0,0
멀쩡그자체,1,0,0
멀쩡하더라구요,1,0,0
멀쩡하셨는데,1,0,0
멀쩡한,1,0,0
멀쩡합니다,0,0,1
멀쩡해,3,0,3
멀쩡해졌어요,1,0,0
멀쩡했어,0,0,1
멈추는건,0,1,0
멈춤,1,0,0
멉니다,0,0,1
멋들여지게,0,0,1
멋잇어요,1,0,0
멋있게,1,0,0
멋있고,2,0,0
멋있는뎅,1,0,0
멋있다,1,0,0
멋있더라구요,1,0,0
멋있쒀,1,0,0
멋있어,1,0,1
멋있어ㅠㅠㅠ,1,0,0
멋있어보여요,1,0,0
멋있어요,4,0,0
멋있어요ㅋㅋㅋ,1,0,0
멋있어용ㅎㅎ,1,0,0
멋있었단다,0,0,1
멋있었어요,1,0,0
멋있었을,1,0,0
멋있었조,1,0,0
멋있었죠,1,0,0
멋있오,1,0,0
멋있으세요,1,0,0
멋있으시네요,1,0,0
멋있으실듯,1,0,0
멋있죠,1,0,0
멋쟁이모녀신데요,1,0,0
멋져,3,0,1
멋져요,14,0,2
멋져요ㅋㅋㅋㅋㅋㅋ,0,0,1
멋졌어요,0,0,1
멋졍,2,0,0
멋지게,1,0,1
멋지고,2,0,0
멋지다,1,0,0
멋지다고,0,0,1
멋지더라고요,2,0,1
멋지더라구요,0,0,1
멋지던데용,0,0,1
멋지시네요,1,0,1
멋진,1,0,10
멋진ㅂ데,1,0,0
멋진데,1,0,0
멋진뎅,1,0,0
멋진자세야,0,0,1
멋질,1,0,0
멋질거야,0,0,1
멋질뻔,1,0,0
멋짐,2,0,0
멍때려야겠따,0,0,1
멍청이에요,1,0,0
메뉴,2,0,0
메뉴선정,1,0,0
메롱이네,1,0,0
메리트,1,0,0
메이저,1,0,0
메이저죠,1,0,0
메타버스로,0,1,0
멕이는데,1,0,0
멘붕이네,1,0,0
멸종하라고는,0,0,1
명곡,1,0,0
명곡이지,1,0,0
명대사인데,1,0,0
명반입니다,0,0,1
명소,1,0,0
명언,1,0,0
명언이다,1,0,0
명언이에요,1,0,0
명작이에요ㅠ,1,0,0
명작이에용,1,0,0
명작입니다bbb,1,0,0
명챵,1,0,0
명치쪽,1,0,0
명화,1,0,0
몇,0,0,1
몇년만에,1,0,0
몇백명,1,0,0
몇천,0,0,1
모녀간의,0,0,1
모독,1,0,0
모든,1,0,0
모르고,1,0,0
모르는,2,0,0
모르는게,0,1,0
모르는사람이긴한데,1,0,0
모범생의,1,0,0
모순덩어리랍니다,1,0,0
모순덩어리잖아,1,0,0
모순순,1,0,0
모태신앙러처럼,1,0,0
모태신앙처럼,1,0,0
모터돌린거지ㅋㅋㅋ,1,0,0
목막히더라,1,0,0
목아지가,0,0,1
목이버섯,1,0,0
몰라서ㅋㅋㅋㅋㅜ,1,0,0
몰랐네요,2,0,0
몰랐어,1,0,0
몰랐어요,1,0,0
몰랑몰랑,1,0,0
몰랑해요,1,0,0
몰럿다,1,0,0
몰리겠네,1,0,0
몰입감,1,0,0
몰입도,1,0,0
몰입중,1,0,0
몰입하지,1,0,0
몰입해서,2,0,0
몰폰하는더마냥,1,0,0
몸,0,0,1
몸무게,1,0,0
몸살을,0,0,1
몸서리,0,0,1
몸에,1,0,1
몸이,1,0,0
몸치에,1,0,0
몸치인데ㅠㅜ,1,0,0
몹쓸,0,0,1
못,3,0,1
못가게,0,0,1
못굽는,0,0,1
못됐ㅇ음,1,0,0
못된,0,0,1
못드시는,0,1,0
못말리쥬,0,0,1
못먹을,0,0,1
못먹음,2,0,0
못하는,1,0,0
못하는데,2,0,0
못하진않았다,0,0,1
못한건,0,0,1
못해가지구,1,0,0
못해서,1,0,0
못해요,1,0,0
못했다가,1,0,0
몽,1,0,0
몽환,2,0,0
묘한,0,0,1
무겁게,0,0,1
무겁진않어,0,0,1
무관심이예요,1,0,0
무교,1,0,0
무교야,1,0,0
무급인거지,1,0,0
무난,1,0,0
무난무난,1,0,0
무난쓰,1,0,0
무난한데,1,0,0
무난한듯,0,0,1
무난해요,0,0,1
무너졌어,0,1,0
무너지더라구요,1,0,0
무대포였는데ㅋㅋㅋㅋ,1,0,0
무대형,1,0,0
무더위예상,1,0,0
무도,1,0,0
무도에여ㅠㅠㅠㅠ,1,0,0
무도였어요,1,0,0
무도재질이었어요,1,0,0
무뚝뚝인데,1,0,0
무럭무럭,0,0,1
무례해,0,0,1
무료고,1,0,0
무료봉사네,1,0,0
무료예요,1,0,0
무료화됨,1,0,0
무릎냥이등데,1,0,0
무릎에도,1,0,0
무명이어서,1,0,0
무서운,1,0,4
무서울듯,1,0,0
무서울듯요,1,0,0
무서움,1,0,1
무서움ㅠㅅㅠ,1,0,0
무서워,0,0,1
무서워여,1,0,0
무서워요,3,0,0
무서워하면서,1,0,0
무서워해,1,0,0
무서웠어,1,0,0
무서웠어요,1,0,0
무섭,2,0,0
무섭게온다,1,0,0
무섭겠당,1,0,0
무섭고,1,0,0
무섭고만,0,0,1
무섭곸ㅋㅋㅋ,1,0,0
무섭네,1,0,0
무섭쥐,1,0,0
무섭지,1,0,0
무셔,1,0,0
무시,1,0,0
무의식이구먼,1,0,0
무임승차잖아요,1,0,0
무자비한,0,0,1
무장을,1,0,0
무장하구,1,0,0
무장해요,1,0,0
무적이에요,0,0,1
무지해서,1,0,0
무책임,1,0,0
무한도전같음ㅋㅋㅋㅋ,1,0,0
무한반복중,1,0,0
묵사발을,0,0,1
문과,2,0,0
문과긴,1,0,0
문과라,1,0,0
문과생이시군여,1,0,0
문과생이여요,1,0,0
문과생인데,1,0,0
문과예요,1,0,0
문과예요ㅋㅋㅋ,1,0,0
문과입니다ㅎㅎ,1,0,0
문구점,0,0,1
문외한,1,0,0
문외한이에요,1,0,0
문전성시엿자나ㅏ나나,1,0,0
문제된거잖아,1,0,0
문제인데,1,0,0
문학인같다,1,0,0
문화강국이네요,1,0,0
문화인이시네요ㅜㅜ,1,0,0
물,3,0,0
물냉파인데,1,0,0
물로,0,0,1
물리학과,1,0,0
물만났뜨아,0,0,1
물먹는,1,0,0
물바다였다면서요,1,0,0
물복이,0,1,0
물복파였는데,1,0,0
물복파입니다,1,0,0
물사과ㅠㅠ,1,0,0
물살이라서,1,0,0
물에,1,0,1
물은아님,1,0,0
물음표,1,0,0
물이,1,0,0
뭇,1,0,0
뭉실뭉실해졌어,0,0,1
뭐,1,0,2
뭐냐,1,0,0
뭐라하지,1,0,0
뭐라했어,1,0,0
뭔가,1,0,0
뭔지,1,0,0
뮤지컬,1,0,0
미국,1,0,0
미국맛,1,0,0
미국인이고,1,0,0
미끄러,0,0,1
미남같앳음,1,0,0
미니게임인듯,1,0,0
미니사이즈로,0,0,1
미니어처로,1,0,0
미드처럼,1,0,0
미드파거든여,1,0,0
미래지향적,1,0,0
미련도,0,0,1
미뤄두기의,1,0,0
미리,0,0,1
미모냥이겠어요,1,0,0
미미하지만요,0,0,1
미세하게,0,0,2
미스터리,1,0,0
미스트,1,0,0
미스트처럼,0,0,1
미식가덜,1,0,0
미안해,1,0,0
미약하고,0,0,1
미운,1,0,0
미워,1,0,0
미첬네,1,0,0
미쳐가네요,0,0,1
미쳐버린건,1,0,0
미쳐서,3,0,0
미쳐써요,1,0,0
미쳐요,1,0,0
미쳐있엇어,0,0,1
미쳣,1,0,0
미쳣어요,1,0,0
미쳤더라고,1,0,0
미쳤더라고요,0,0,1
미쳤죠,1,0,0
미춌오ㅋㅋㅋㅋ,1,0,0
미췬다ㅠ겁내이뻐ㅠ,1,0,0
미치겠다,0,0,1
미치죠,1,0,0
미치지,0,0,1
미친거같아,1,0,0
미친놈이네,0,0,1
미친다,0,0,1
미친듯이,0,0,1
미친미ㅣ친,1,0,0
미침,1,0,0
민감,1,0,0
민감한거예여,1,0,0
민망ㅠㅠ,0,0,1
민원감인데,1,0,0
민초단이거든요,1,0,0
민초단이야,1,0,0
민초단이에요,2,0,0
민초사랑단이시군여,1,0,0
민초파는,2,0,0
민초파시군요ㅋㅋ저는,1,0,0
민초파예요,1,0,0
민폐예요,1,0,0
밀당,1,0,0
밀도를,0,0,1
밀려있네,1,0,0
밀렸거든요옹,1,0,0
밀리고,1,0,0
밀어줬댐서요,1,0,0
밈,1,0,0
밋밋하거나,1,0,0
밍밍하면,1,0,0
밍밍한,1,0,1
밍밍햇어,1,0,0
및힌,0,0,1
밑으로,1,0,0
바가지야,0,0,1
바글바글,1,0,1
바글바글해서,1,0,0
바껴서,1,0,0
바꼇어요,1,0,0
바꼈던데,1,0,0
바꿔야하고,1,0,0
바뀌더라구여,1,0,0
바뀌엇겟네요,1,0,0
바뀌었어요,1,0,0
바뀌잖아요,1,0,0
바뀐건줄,0,0,1
바뀐둣,1,0,0
바다가,1,0,0
바닥이더군요,0,0,1
바닥이라,1,0,0
바닥쳤잖아,1,0,0
바닷속에,1,0,0
바람직,0,0,6
바람직하군,0,0,1
바람직하네,0,0,1
바람직하네요,0,0,2
바람직하당,0,0,1
바람직하시네요,1,0,2
바람직한,0,0,8
바람직한데,0,0,1
바람직함,0,0,1
바람직합니다,0,0,1
바람직합니다용,0,0,1
바람직해요,0,0,1
바람직행,0,0,1
바로,3,0,1
바로ㅔ,1,0,0
바르고,1,0,0
바른게,1,0,0
바른생활어른,1,0,0
바보같은,1,0,0
바보같은데,1,0,0
바보됐어요ㅜㅜ저번에,1,0,0
바보멍청이로,1,0,0
바보짓,1,0,0
바보천치,1,0,0
바빴겠네,1,0,0
바쁘게,1,0,0
바쁘겠고만,1,0,0
바쁘겠는데요ㅋㅋㅋㅋㅋ,1,0,0
바쁘더라구요,0,0,1
바쁘면,1,0,0
바쁘셨겠어요,0,0,1
바쁘셨죠ㅜ,1,0,0
바쁘시네,1,0,0
바쁘시잖아,1,0,0
바쁘죠,1,0,0
바쁜,0,0,2
바쁜가보넹,0,0,1
바쁜데,0,0,1
바쁜줄,1,0,0
바쁜하루였으,1,0,0
바쁠텐데,1,0,0
바삭,2,0,0
바삭바삭,2,0,0
바삭바삭해요ㅋㅋㅋㅋ,1,0,0
바삭하고,2,0,0
바삭하구,1,0,0
바삭하니,0,0,1
바삭한거,0,0,1
바삭해보여,1,0,0
바짝,0,0,2
박박,0,0,1
박박이네,1,0,0
박빙이네,0,0,1
박사시겠네요,1,0,0
박스로,0,0,1
박진감넘치더라구요,1,0,0
박찬욱,1,0,0
박혜경이랑,1,0,0
박혜경인줄ㅋㅋㅋㅋㅋㅋㅋ,1,0,0
밖에서,1,0,0
반가워요,2,0,0
반가웠어요ㅋㅋㅋㅋㅋㅋ,1,0,0
반갑습니당ㅎㅎ,1,0,0
반값도,1,0,0
반값이네,1,0,0
반대,3,0,0
반대가,1,0,0
반대군요ㅋㅋ,1,0,0
반대네요,6,0,0
반대네요ㅋㅋㅋ,1,0,0
반대는,1,0,0
반대라,1,0,0
반대라서,1,0,0
반대로,2,0,0
반대로수사한다고,1,0,0
반대시네요,3,0,0
반대야,1,0,0
반대에요,1,0,0
반대예요,1,0,0
반대예요ㅋㅋㅋ,1,0,0
반대인거,1,0,0
반대죠,1,0,0
반대편에,1,0,0
반대편이네요,1,0,0
반댄데ㅡㅡ,1,0,0
반모인가요,0,0,1
반성,1,0,0
반응이,0,0,1
반전,1,0,0
반전에,1,0,0
반전이다,1,0,0
반전이었어,1,0,0
반전이었어요,2,0,0
반전인뎈ㅋㅋㅋㅋ,1,0,0
반짝,1,0,1
반짝반짝함,1,0,0
반짝반짝해,0,0,1
반짝여서,0,0,1
반칙수준이죠ㅜㅜㅜ,1,0,0
반칙이야,1,0,0
반칙인데,1,0,0
반토막이래요,1,0,0
반하시지예,0,0,1
반한,1,0,0
반해버렸거든요,1,0,0
반해버렸어요,1,0,0
반해버렸잔ㄹ아요,1,0,0
반해서,2,0,0
반했거든오,1,0,0
반했걸랑요,1,0,0
반했는덷,1,0,0
반했던,1,0,0
반했던ㅋㅋㅋ,1,0,0
반했어,1,0,0
반했어요,1,0,0
발광을ㅜㅜ,0,0,1
발라드풍보다는,1,0,0
발랄,1,0,0
발랄한,1,0,0
발로하지만,1,0,0
발매도요,1,0,0
발목양말이를,1,0,0
발발이에요,1,0,0
발언같았어,1,0,0
발전,1,0,0
밝다,1,0,0
밝아보이지만,0,0,1
밝은,1,0,0
밤고구마,1,0,0
밤고구마긴한데,1,0,0
밤기차밖에없어서,1,0,0
밤낮뒤바뀜,1,0,0
밤새,0,0,1
밤에,1,0,0
밤이네,1,0,0
밤이야,1,0,0
밥,2,0,0
밥도둑,4,0,0
밥도둑ㅜㅜ,1,0,0
밥도둑이더라고용,1,0,0
밥도둑이옸겠어요,1,0,0
밥도둑이잖아요ㅋㅋ,1,0,0
밥도둑이죠,1,0,0
밥도둑임,1,0,0
밥맛,1,0,0
밥맛도,0,0,1
밥반찬,1,0,0
밥밥수니입니다,1,0,0
밥순이라서,1,0,0
밥조아,1,0,0
방구석여행러네,1,0,0
방구쟁이,1,0,0
방금,3,0,0
방망이로,0,0,1
방목,1,0,0
방방,1,0,0
방방곳곳에,0,0,1
방이,0,0,1
방치중이엇는데,1,0,0
방콕이예요,1,0,0
방탄,1,0,0
방탈출,1,0,0
밭,1,0,0
배가,0,1,0
배가불러가지고,0,0,1
배고파요,2,0,0
배고파요ㅠㅠ,1,0,0
배고파졌어요ㅠㅠㅠㅠ,1,0,0
배고팠구낭,0,0,1
배고프네,1,0,0
배고프네요,1,0,0
배고프징,1,0,0
배고픈,1,0,0
배고픔,1,0,0
배단,1,0,0
배달,1,0,0
배려쩔구예,0,0,1
배맛아이스크림,1,0,0
배부르게,2,0,1
배부르네요,0,0,1
배부르다,0,0,1
배부르당,1,0,0
배부를거같았어요,1,0,0
배불러,1,0,1
배불렁,1,0,0
배불르네,1,0,0
배뷰르징,1,0,0
배빵빵하게,1,0,0
배신당한,1,0,0
배신이고,1,0,0
배우신분,2,0,0
배운사람,1,0,0
배제하신다는,1,0,0
백종원,0,0,1
백지됐는지,1,0,0
백퍼,1,0,0
백합이었어,1,0,0
밷,1,0,0
밸로네,0,0,1
뱃살부자라,1,0,0
버닝했나바,1,0,0
버라이어티했었어요ㅋ,1,0,0
버릇없지,1,0,0
번개네,1,0,0
번역본으로,1,0,0
벌건거,1,0,0
벌구야벌구,0,0,1
벌벌,2,0,0
벌벌떨었어요,1,0,0
벌크업이,1,0,0
범생이였어,1,0,0
범죄,1,0,0
범죄가,1,0,0
벗겨지는건,0,1,0
벗겨진건아닌데,1,0,0
벚꽃,0,0,1
베라,1,0,0
베스트,0,0,1
베었당,1,0,0
베테랑이시네요,1,0,0
베프는,1,0,0
벼락치기요,1,0,0
벼락치기파에요,1,0,0
벼르다가,0,0,1
벽지까지,1,0,0
변덕스러워서,1,0,0
변명만,0,0,1
변태,1,0,0
변태들,1,0,0
변하는,0,1,0
변한거,1,0,0
변해서,1,0,0
변했습니다,0,1,0
별,1,0,1
별개,1,0,0
별것도아닌거,1,0,0
별로,7,0,1
별로긴,0,0,1
별로다,1,0,0
별로라서,1,0,0
별로야,1,0,3
별로에요,1,0,0
별로여서,1,0,0
별로엿어,1,0,0
별로였어,1,0,0
별로였어요,1,0,1
별로예요ㅋㅋ,1,0,0
별로인,0,0,2
별로임,0,0,1
별루,1,0,0
별루야,0,0,2
별루였겠다ㅠ,1,0,0
별미네요,0,0,1
별의,0,0,1
병도,1,0,0
병아리처럼,1,0,0
보고싶어,1,0,0
보고싶오,2,0,0
보기,0,0,2
보기조아ㅠ,0,0,1
보기조앙,0,0,1
보람찬,1,0,1
보람찼겠네요,1,0,0
보러가고싶어요,1,0,0
보물,1,0,0
보물이얌,1,0,0
보살님st,1,0,0
보소싶네요,1,0,0
보송보송,1,0,0
보송보송해,1,0,0
보양식이얌,1,0,0
보이면ㅋㅋ,0,1,0
보죠,1,0,0
보통이,0,0,1
복,1,0,0
복꿈,1,0,0
복받았죠,1,0,0
복불복이에여,1,0,0
복불복이에요,1,0,0
복붙으로,1,0,0
복슬복슬하고,1,0,0
복이죠,1,0,0
복잡한,0,0,1
볶아서,1,0,0
본격적으로,1,0,0
본격적으론,1,0,0
본격적이시네요,1,0,0
본격적이에요,1,0,0
본고장이더라고요,1,0,0
본새나고,1,0,0
본새킹,1,0,0
본죽박사시네요,1,0,0
볼것이,0,0,1
볼게,0,0,1
볼따구,1,0,0
볼만할듯,0,0,1
봄,1,0,0
봄날씨다,1,0,0
봄날아침같당,1,0,0
봄이네,2,0,0
봄이다,1,0,0
봄이야,1,0,0
봉긋흐게,1,0,0
봉쇄요,1,0,0
봐여겠다,1,0,0
봣죠,1,0,0
봤죠ㅠㅠㅠㅠ,1,0,0
부,1,0,0
부글부글,0,0,1
부끄럽네요,1,0,0
부담아니고,1,0,0
부담이,0,0,1
부드러울거같아요,1,0,0
부드러워ㅋㅋ,1,0,0
부드러워ㅜㅜ,1,0,0
부드러워서,1,0,1
부드러워요,1,0,0
부드러워져,0,0,1
부드럽잖아,1,0,0
